Project Name,Test-Run,Test-Case,Status,TC-Defect
OmniStack,PSI14 Sprint 3 - Security,OMNI-16587_010-Restrict Algorithms Exposed by Crypto Module_ECDSA P-224 is disabled with FIPS on,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-49867_009-after start svt-cert-service, verify the certificate is deleted from /mnt/etc/hms/trustcerts/ and added to both cfgdb (replicated) and truststore (JKS)",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_001-API add EXTERNAL certificate and verified in DB,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19362_003-pre-logon-banner-user_defined_banner_reboot_OVC,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27955_011-FIPS/CC Integration Testing_web client support cap with FIPS enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28554_001-Security-JAuth-Assign-Normalized-Username_LocalAdministrator,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-3038_005-ssh login as HMS user check username and auth log,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16726_001-ssh login as hms user test svt-federation-show,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-42267_013-test certificates add CLI response has certificate,hash,issuer,serialno,subject",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15630_002-Execute Tasks on Different Node_Verify new task credential cache,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-22230_002-existing-dsv-super-advanced_dir-owner-permissions,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15271_002-Multiple Credential Cache Support-multiple different users,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-26141_005-disallow-non-admin-ssh_domain-non-admin-user-denied,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-37844_047-API add certificate with challenging DN (DN field with full attributes (i.e. CN, OU, O, ST, all have 64 chars)",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-45430_003-API GET one certificate while no certificate data in DB,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-44231_001-Add new certificates with the new SvtCmdlet on Windows,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16580_007-ssh login as HMS user while svtfs is stopped,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_022-API can add 8192 bit DSA certificate (PEM encoded),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-49867_004-run upgrade TC3001 from psi13, start cert service on both ovc after upgrade and verify JKS file created on both ovc with the right certificate",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-25285-001-svt-keys-zeroize_help,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19362_002-pre-logon-banner-user_defined_banner,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15948_002-Install a new Rig_ATF regression passes,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-25285-004-svt-keys-zeroize_wipe_keys,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38932_002-CLI DELETE certificates with SHA1 hash of certificate successfully,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_013-API can add 2048 bit RSA certificate (PEM encoded),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-45430_002-CLI GET one certificate successfully,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27955_004-FIPS/CC Integration Testing_Hyperv FIPS check with kerberos,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28671_005-OVCUserAccount-Linux-Normalized-Username_invalidusername-fails-to-connect,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-50786_001-verify certsrv cgroup memory value limit is 192MB.,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16506_004-Termination of Kerberos OVC Sessions-forced logout,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28554_002-Security-JAuth-Assign-Normalized-Username_DomainBackslashAdministrator,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16580_004-svt-session-start_jauth_hms,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24046_009-Modify OpenSSH to be FIPS Compliant_sftp dvm-OVC - xfer file,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-34395_002-Verify SQL table is created with an OVC upgrade,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15882-001_OVC_session_cleanup_after_logout,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-33800_004-Verify service updates java key store files after trigger event-add cert,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19362_001-pre-logon-banner-default_banner,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27955_010-FIPS/CC Integration Testing_web client connection/management with FIPS enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-38932_016-DELETE certificate then add the same back, verify the cfgDB and filesystem",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_015-monitor the trust store REST service CPU usage on a idle system (OVC),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-26141_006-disallow-non-admin-ssh_nonEA-local-account-denied,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-42267_012-test certificates add API response has certificate,hash,issuer,serialno,subject",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_042-API add certificate then verify issuer in response,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_032-API add a certificate with invalid Extended Key Usage (EKU),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16580_005-Remove use of vcenterlogin.pm from SVT commands_Linked Mode svt-session-start|stop|verify,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38929_021-Non-admin user can GET all certificates,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-26310_004-JAuth session tickling failure handling_machine account ref count,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16587_003-Restrict Algorithms Exposed by Crypto Module_3DES-CFB mode is disabled with FIPS on,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_006-API can't add certificate by HMS non-admin user,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38929_007-CLI GET certificates while no certificate data in DB,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-42267_015-test POST certificates with non-HMS_Administrator user token,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27955_008-FIPS/CC Integration Testing_svt-vm-clone with FIPS enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_012-caservice user verify trust store REST service running on all MVA nodes,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-33800_005-Verify service updates java key store files after trigger event-multiple certs added,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-39726_003-ssh login as EA user and verify that caservice user is a member of caservice group,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-34395_007-Verify upgrade-rollback case with SQL truststore table,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16648_004-kerberos-auth-username-password ccache ref w/ TGT+UPN,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-25932_005-Implement SP 800-131A minimum key sizes_SHA1 256-bit ECDSA signature generation fails when FIPS is enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-26310_001-JAuth session tickling failure handling_machine account Keep Alive,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38929_004-CLI GET all certificates filter by storename=EXTERNAL,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38932_007-API DELETE certificate and verify the correct record is removed from cfgDB,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-37517_005-JAuth XML contains a Users/HyperV/AllowedRoles setting of ""administrator,basic""",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-25932_003-Implement SP 800-131A minimum key sizes_1024-bit RSA verify works when FIPS is enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28770_006-HVAL vCenter Certificate Path Validation_truststore validation fail user auth,Passed,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16517_004-svt-dns-setup with valid configuration,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-46692_005-regression domain Administrator login not impacted,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16506_003-Termination of Kerberos OVC Sessions-multi connection,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_001-caservice user verify trust store REST service not running after install a rig,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-38929_013-API GET certificates with challenging subjects (for example, HTML code in CN)",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-42267_008-test svtcert CLI with wrong host/username/password/subcommand/certfile/etc, verify the error message",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_006-caservice user verify trust store REST service HA on 2+0 cfg,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19366_002-Display Access History for CLI_time from last failed login,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_007-API can add certificate by svtcli EA user,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19362_005-Display Logon Banner on CLI_upgrade from node with default banner file,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19366_003-Display Access History for CLI_multiple failed logins,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-26310_003-JAuth session tickling failure handling_machine account trust key tests,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24739_004-FIPS Mode Command Line_svt-fipsmode on/off on Arbiter,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28770_004-HVAL vCenter Certificate Path Validation_no truststore auth with empty truststore,Passed,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19428_006-Restrict ability to create system sessions-permit test - vCenter,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-45430_010-CLI GET one certificate with wrong thumbprint id (e.g. wrongid_test),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16580_003-Remove use of vcenterlogin.pm from SVT commands_svt-session-stop,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_002-API add FEDERATION certificate and verified in DB,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_005-API add non X509 certificate fail and there's no new row added in DB,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_005-caservice user verify trust store REST service recovery (e.g. power_off then restart one sva server),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-37844_038-CLI failed to add EXTERNAL certificate, verify error message and no new rows added in DB (python)",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16450_003-Creation of Task Sessions through Impersonation_,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16726_004-ssh login as hms user test svt-support-show,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-42267_006-test POST certificates with a valid token and certificate, expect HTTP201",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-33800_010-Verify that adding same certificate is detected and not re-added to table,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-3038_001-ssh login as HMS and check whoami output,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16648_002-kerberos-auth-username-password using user,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-33791_002-Grant Customer Sudo Permissions_HMS-non-admin-user-no-sudo-access-vmware,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27995_005-FIPS/CC Integration Testing_check REST ports 80+443,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19366_004-Display Access History for CLI_last success login svtcli,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_010-API can add certificate by HMS test admin - TEST1,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16580_001-svt-session-start_jauth_svtcli,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15162_002-Assign Role to OVC Session_Local-non-administrator,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24881_002-Migrate OpenSSL to Digital Signature Standard (DSS) FIPS 186-4_create a 3072 bit keypair with FIPS enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-39726_001-ssh login as EA user and check caservice user group caservice,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_044-API add certificate then verify hash in response,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-45430_007-API GET one certificate with special chars in thumbprint id (e.g.'!@#`~^""\/""*$_01') %27%21%40%23%60%7E%5E%22%5C%2F%22*%24_01%27, expect HTTP400",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27955_012-Check ssh ciphers allowed,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-42267_014-test svt-rest-api log all certificates information are NOT logged under INFO (DEBUG is ok),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-22230_004-existing-dsv-super-advanced_file-new-cli-location-in-path,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-45430_012-GET one certificate while svt-cert-service is STOPPED,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16580_006-svt-session-stop_jauth_hms,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_030-API add a certificate with invalid Key Usage (KU),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_020-API can add 2048 bit DSA certificate (PEM encoded),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15468_003-svt-kerberos-leave krb5 file removal check,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38929_020-EA(svtcli) user can GET all certificates,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-33800_009-Verify that Java Key Store files have correct ownership/permissions-caservice/644,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_046-API add certificate then verify response code 201 Created,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-44231_005-Add new certificates with the new SvtCmdlet while svt-cert-service is not started, check the error message",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15468_002-svt-kerberos-leave to domain where the OVC account does NOT exist (negative),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38932_005-API DELETE certificates when cfgDB is empty. No exceptions,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-38929_017-API GET certificates and verify certificate, hash, subject, issuer, serialno in DB",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19366_001-Display Access History for CLI_time from last success login,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-49867_008-manually place multiple certs in /mnt/etc/hms/trustcerts/ then start svt-cert-service, verify all certs are added in JKS truststore",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-37517_004-JAuth XML contains a Users/HyperV/AllowedRoles setting of ""basic""",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24739_008-FIPS Mode Command Line_svt-fipsmode help and output format,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_043-API add certificate then verify certificate in response,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28770_003-HVAL vCenter Certificate Path Validation_truststore cert auth,Passed,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15240-002_OVC_session_tickling_keepalive,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-38929_016-CLI GET certificates with challenging extensions (for example, large number of SAN entries)",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-45430_011-CLI GET one certificate with special chars in thumbprint id (e.g.'!@#`~^""\/""*$_01') %27%21%40%23%60%7E%5E%22%5C%2F%22*%24_01%27, expect HTTP400",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-26141_002-disallow-non-admin-ssh_domain-administrator-allowed,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27754-001-Allow customer to wipe arbiter private key,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-45430_008-CLI GET one certificate while there're duplicated certificates in DB (negative test),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16587_006-Restrict Algorithms Exposed by Crypto Module_DES-OFB mode is disabled with FIPS on,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-42267_016-test POST certificates with TestUser which has HMS_Administrator role,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-25779-ssh into an OVC as “administrator@vsphere.local” – verify home dir gets created and can save or copy a file to it (normalized name = administrator@vsphere),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19426_005-Authenticate as Kerberos Host Principal-host principal in ccache check-vCenter,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_014-verify trust store REST service status while no disk space left on a running system (OVC),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24046_001-Modify OpenSSH to be FIPS Compliant_FIPS default state disabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_048-CLI can add PEM certificate from .pem file,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_004-API unauthorized to add certificate and there's no new row added in DB,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19362_006-Display Logon Banner on CLI_upgrade from node with customer edited banner file,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16726_003-ssh login as hms user test svt-datastore-show,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19362_004-Display Logon Banner on CLI_upgrade from node without banner file,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-45430_016-CLI GET certificate and verify certificate, hash, subject, issuer, serialno in DB",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-49867_006-[negtive test]remove the HMS root cert after start svt-cert-service then observe the cert service still work,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-44231_007-Add new certificates with the new SvtCmdlet on Linux-EAuser,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-42267_005-test POST certificates with duplicate certificate,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_010-user in network can get response from the new trust store REST service (e.g. curl localhost:8080/are-you-trusted),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28671_004-OVCUserAccount-Linux-Normalized-Username_TEST1_uppercaseusername,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-49867_001-after a successful deploy, start svt-cert-service on both ovc and verify JKS file's created with HMS root CA cert",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15882-002_OVC_session_cleanup_after_terminate,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27955_003-FIPS/CC Integration Testing_secure command traffic channels,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24739_003-FIPS Mode Command Line_svt-fipsmode set to off,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16517_001-svt-dns-setup with no dns record on server (negative),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19428_003-Restrict ability to create system sessions-permitted using api.war for key gen,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19428_001-Restrict ability to create system sessions-denial test bad key - vCenter,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24739_011-FIPS Mode Command Line_svt-fipsmode help xml output,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28671_007-OVCUserAccount-Linux-Normalized-Username_administrator-HyperV,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_013-verify trust store REST service mem on a running system (OVC),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-50786_003-hyperv 2+0_verify certsrv is started on both ovcs after install,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-37517_003-JAuth XML contains a Users/HyperV/AllowedRoles setting of ""administrator""",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37844_011-API can add 512 bit RSA certificate (PEM encoded),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15596-002_ovc_session_clone_hms,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,security-ssh_login_as_bad_user_fail_expected,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16580_005-svt-session-verify_jauth_hms,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28770_005-HVAL vCenter Certificate Path Validation_session resumption,Passed,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-25932_006-Implement SP 800-131A minimum key sizes_SHA1 2048-bit RSA verify works when FIPS is enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38932_001-API DELETE certificates with SHA1 hash of certificate return HTTP200,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-54137_001-Verify that jauth.log is still writable by jauth post upgrade,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16587_009-Restrict Algorithms Exposed by Crypto Module_DSA is disabled with FIPS on,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_008-caservice user verify trust store REST service on 3+0 vCenter cfg,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-46692_007-verify there's a valid machine session cache/tgt,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24046_013-Modify OpenSSH to be FIPS Compliant_ssh-keygen rsa key,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24881_001-Migrate OpenSSL to Digital Signature Standard (DSS) FIPS 186-4_create a 2048 bit keypair with FIPS enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,security-ssh_login_HMS_user_check_audit_of_account_creation,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16587_012-Restrict Algorithms Exposed by Crypto Module_ECDSA P-256 is enabled with FIPS on,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38929_008-CLI GET certificates while more than 100 certificates data in DB,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-45430_019-Non-admin user can GET a certificate,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38932_003-API DELETE certificates with invalid SHA1 hash of certificate,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-38929_001-API GET all certificates successfully, return HTTP200",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-42267_001-test POST certificates with invalid oauth token, expecting HTTP401",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-33800_001-Verify service creates java key store files at creation event-deploy,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19366_005-Check Message of the Day MOTD,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19428_004-Restrict ability to create system sessions-permit kerb using hyperproxy.jar file,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38932_006-CLI DELETE certificates when cfgDB is empty. No exceptions,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16506_002-Termination of Kerberos OVC Sessions-single connection exit,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24046_012-Modify OpenSSH to be FIPS Compliant_ssh-keygen kdf key,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-37843_007-caservice user verify trust store REST service on 1+1 vCenter cfg,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-25285-005-svt-zeroize-key_wipe_force,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-22230_001-existing-dsv-super-advanced_commands-in-new-dir,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19428_002-Restrict ability to create system sessions-denial test bad key files used,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24881_004-Migrate OpenSSL to Digital Signature Standard (DSS) FIPS 186-4_create a 4096 bit keypair with FIPS enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24046_011-Modify OpenSSH to be FIPS Compliant_scp dvm-OVC - xfer file,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24881_005-Migrate OpenSSL to Digital Signature Standard (DSS) FIPS 186-4_create a 2048 bit keypair with small exponent,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16587_007-Restrict Algorithms Exposed by Crypto Module_DES-ECB mode is disabled with FIPS on,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19428_007-Restrict ability to create system sessions-permit using resourcebalancer*.jar,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15948_001-Install a new Rig_svtsupport user doesn't exist on the system,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-50786_004-vmware 2+0_verify certsrv is started on both ovcs after upgrade TC3001,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-24046_002-Modify OpenSSH to be FIPS Compliant_cipher check FIPS enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-46692_002-run hyperV regression test on the custom kit,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-49867_005-[negtive test]after a successful deploy, remove the HMS root ca (from /mnt/etc/hms/trustedcerts/*.pem), then start svt-cert-service and observe the error handle",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-36153_002-Upgrade a Rig_ATF upgrade test passes,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-19426_001-Authenticate as Kerberos Host Principal-host principal in ccache check,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16726_008-ssh login as hms user test svt-version-show,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16756_001-Assign UPN as Kerberos OVC Session Username-username only check,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-38932_013-DELETE certificate pass with Administrator/admin account (API/CLI),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15317_002-svt-kerberos-join to domain where the OVC account exists,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-33798_001-Verify that the SQL table is properly replicated throughout the federation-2+0,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-28671_001-OVCUserAccount_Linux-Normalized-Username_LocalAdministrator,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-16587_011-Restrict Algorithms Exposed by Crypto Module_ECDSA P-521 is disabled with FIPS on,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-38932_012-CLI DELETE certificate while svt-cert-service is NOT running, HTTP400 Bad Request (connection refused)",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-27955_009-FIPS/CC Integration Testing_svt-vm-backup with FIPS enabled,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-46692_004-verify user account caches (local Administrator login),Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-26310_002-JAuth session tickling failure handling_machine account session tickling,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,"OMNI-38929_014-CLI GET certificates with challenging subjects (for example, HTML code in CN)",Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-39726_002-ssh login as EA user and verify that caservice group exists,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-15596-005_multi_task_clone_session,Untested,NA
OmniStack,PSI14 Sprint 3 - Security,OMNI-33800_008-Verify that Java Key Store directory has correct ownership/permissions-caservice/755,Untested,NA
